ship_type,ship_name,lon,lat,p_lon,p_lat,datetime,distance
Tanker,AALBORG,11.69333,57.6015,11.6314,57.60052,2016-12-15T08:57:05Z,3695.506386180189
Tanker,VINGA SAFIR,11.66084,57.60131,11.60405,57.60564,2016-12-15T13:53:06Z,3421.209713652829
Tug,SVITZER TYR,11.65766,57.60198,11.60271,57.60295,2016-12-18T03:41:05Z,3279.2117336571723
Tug,SVITZER GAIA,11.61045,57.92107,11.60139,57.83505,2016-12-15T18:03:06Z,9590.707325519441
Pleasure,CELESTE OF SOLENT,11.84949,57.67095,11.84939,57.67101,2016-12-15T00:17:05Z,8.947137975376974
Tanker,MARIE KIRK,11.67487,57.62285,11.68732,57.63437,2016-12-18T11:57:05Z,1481.6084983281705
Tanker,PROCIDA,11.69327,57.64052,11.71765,57.652,2016-12-14T13:33:06Z,1934.5593194441922
Tanker,AMUR STAR,11.80105,57.67588,11.79004,57.67306,2016-12-13T12:11:06Z,726.6824548895194
Tanker,NORTHERN KATTEGAT,11.68306,57.60485,11.87161,57.68316,2016-12-14T10:17:05Z,14218.784537756377
Tug,RESCUE B. RASMUSSEN,11.69244,57.97419,11.73763,57.98885,2016-12-20T10:33:05Z,3126.8076106527405
Fishing,POLAR,11.95796,57.71556,11.95836,57.71579,2016-12-15T15:59:05Z,34.94539442592382
Fishing,VASTFJORD II,11.66483,57.67385,11.66501,57.67399,2016-12-14T23:47:05Z,18.9127116994395
Tug,SJOEBEFAELSSKOLAN,11.93659,57.70664,11.93741,57.70535,2016-12-18T23:43:05Z,151.65737213468068
Fishing,SKAGERAK,11.86087,57.64328,11.8585,57.64533,2016-12-16T20:03:05Z,268.35251883346797
Passenger,ORIGO,11.78706,57.67888,11.76862,57.67769,2016-12-14T16:47:06Z,1105.5048690992342
Pleasure,WALONA,11.91768,57.69901,11.94353,57.70317,2016-12-16T17:21:05Z,1605.8325997847169
Cargo,GUTE,11.91565,57.69635,11.60661,57.60435,2016-12-14T10:09:05Z,21065.18806886574
Passenger,STENA JUTLANDICA,11.90333,57.69179,11.61805,57.60855,2016-12-14T10:09:05Z,19355.113893384667
Cargo,STOCKHOLM,11.97329,57.71863,11.97328,57.71867,2016-12-20T05:47:05Z,4.4922950433480535
Fishing,GINNETON,11.95762,57.71513,11.95756,57.71497,2016-12-15T21:59:05Z,18.164892881720718
Passenger,HAMNEN,11.86022,57.68424,11.91335,57.69351,2016-12-14T10:09:05Z,3325.506664284202
Passenger,NORDO III,11.62356,57.76962,11.63932,57.75609,2016-12-14T15:43:05Z,1773.214132906382
Tug,PILOT 746 SE,11.69077,57.60663,11.87159,57.68192,2016-12-14T10:21:06Z,13648.803733541863
Passenger,ALVSNABBEN 5,11.96432,57.71219,11.92533,57.70218,2016-12-20T09:33:04Z,2572.6606823807506
Passenger,ALVSNABBEN 4,11.91155,57.69279,11.94312,57.70351,2016-12-20T09:31:05Z,2225.074779006086
Tug,PILOT 115 SE,11.84763,57.68067,11.87015,57.68347,2016-12-19T12:59:05Z,1376.0064989772873
Tug,KBV 048,11.87062,57.68169,11.87062,57.68169,2016-12-14T02:29:05Z,0
Tug,ALVBJORN,12.00927,57.83053,12.00929,57.83063,2016-12-18T05:15:08Z,11.194883967471513
Passenger,ADA,11.66946,57.69927,11.70189,57.70795,2016-12-16T15:51:05Z,2157.3544754441136
Passenger,BEDA,11.70251,57.70813,11.6675,57.69883,2016-12-14T10:09:05Z,2325.484865272066
Passenger,GOTA,11.66765,57.6987,11.70251,57.70813,2016-12-20T09:31:05Z,2324.00351539721
Passenger,MARIE,11.6676,57.69866,11.70251,57.70815,2016-12-20T10:27:05Z,2329.6787919131943
Passenger,NYA SKARGARDEN,11.95918,57.71055,11.95,57.70426,2016-12-16T18:59:05Z,887.885578286064
Tug,RESCUE MARTA COLLIN,11.66604,57.70799,11.61888,57.77215,2016-12-14T10:09:05Z,7672.282155858763
Passenger,ARLAN,11.79455,57.60499,11.84249,57.64459,2016-12-20T09:31:05Z,5253.418738428073
Passenger,YLVA,11.84173,57.66191,11.79435,57.61589,2016-12-14T11:03:06Z,5849.291384466743
Passenger,VIPAN,11.84791,57.68047,11.83516,57.66312,2016-12-17T11:31:05Z,2075.180640555755
Passenger,SKARVEN,11.81299,57.66648,11.80407,57.65436,2016-12-17T11:15:06Z,1449.9886280769688
Passenger,SILVERTARNAN,11.80647,57.61813,11.84216,57.66155,2016-12-14T10:09:05Z,5280.59279222039
Passenger,FROJA,11.69569,57.98953,11.69609,57.98974,2016-12-16T08:37:05Z,33.22030363743123
Passenger,FJORDSKAR,11.76727,57.62082,11.79628,57.6057,2016-12-14T10:09:05Z,2413.5147284741174
Tanker,TANKSKAR,11.83343,57.64314,11.76256,57.61846,2016-12-14T10:09:05Z,5038.590964597769
Pleasure,CHESS ARCONA400,11.78723,57.69837,11.7873,57.69859,2016-12-17T23:47:06Z,24.84176842869245
Tug,POLSTJARNAN IV,11.74538,57.67645,11.69271,57.68392,2016-12-20T11:11:05Z,3243.146640725406
Pleasure,MANDALAY,11.88625,57.68657,11.88639,57.68657,2016-12-19T21:39:04Z,8.330823935048324
Tug,POLIS 59-3720,11.80551,57.66033,11.75885,57.67619,2016-12-19T17:29:05Z,3291.515841326473
Passenger,SVANEN WEST,11.65862,57.67707,11.67557,57.67706,2016-12-17T14:27:05Z,1008.8898962465452
Passenger,ALV VIRA AV GOTEBORG,11.93952,57.70451,11.93954,57.70457,2016-12-18T00:15:06Z,6.78426710966151
Passenger,SVANHILD,11.68985,57.71309,11.70227,57.70887,2016-12-20T10:27:05Z,875.3061092883626
Passenger,TRUBADUREN,11.82213,57.6518,11.81913,57.63822,2016-12-14T19:57:05Z,1522.2467126081895
Tanker,FRAM,11.61326,57.63798,11.60567,57.60339,2016-12-18T12:37:05Z,3877.0345518348463
Tug,INGEMAR,11.81408,57.64155,11.81051,57.6234,2016-12-16T09:59:06Z,2031.6193115707488
Pleasure,KRISTINA 5,11.85128,57.65931,11.85122,57.65943,2016-12-13T22:21:05Z,13.82793473690234
Pleasure,SEA WIND,11.77213,57.67896,11.7929,57.67908,2016-12-16T12:57:05Z,1236.2668833212788
Cargo,SYLVEIA,11.79307,57.60037,11.79304,57.60033,2016-12-15T13:31:06Z,4.798882856439268
Pleasure,ATLANTICA,11.88772,57.68675,11.88775,57.68664,2016-12-16T23:45:05Z,12.374586242256521
Unspecified,NILS,11.82417,57.68542,11.94347,57.70549,2016-12-14T10:09:05Z,7440.6574679373
Pleasure,SAXKRAN NR 2,11.82292,57.69159,11.89191,57.691,2016-12-14T10:09:05Z,4105.300984945087
Tug,SJOGRIP,11.97691,57.71847,11.96989,57.71592,2016-12-16T16:03:05Z,504.76109841355645
Tanker,FOX LUNA,11.60118,57.61931,11.67882,57.601,2016-12-16T12:13:06Z,5058.587999567834
Tug,RESCUE HANS LAURIN,11.81797,57.63713,11.83391,57.66143,2016-12-18T14:11:05Z,2866.865647332793
Pleasure,OM II AF GOTEBORG,11.84831,57.66657,11.84839,57.66663,2016-12-14T21:53:05Z,8.203558196875152
Passenger,SILVANA,11.64524,57.68147,11.64527,57.68144,2016-12-13T12:53:05Z,3.7868959728586096
Tug,CRUM,11.64534,57.67876,11.65609,57.67721,2016-12-14T11:05:07Z,662.6966244289054
Pleasure,TOOTIKI,11.66803,57.65882,11.67826,57.65703,2016-12-16T09:07:05Z,640.9851681237354
Pleasure,EBBA HARD,11.6594,57.70778,11.65943,57.70789,2016-12-20T00:01:05Z,12.374436038103367
Pleasure,EMM XXIII M23,11.98135,57.72092,11.98115,57.72108,2016-12-16T23:19:05Z,21.415062572468102
Passenger,ST ERIK,11.89931,57.68953,11.87734,57.68629,2016-12-17T15:11:06Z,1356.137628488182
Pleasure,LA DOLCE VITA,11.65872,57.73351,11.65878,57.7335,2016-12-13T11:37:05Z,3.7354541962140027
Cargo,AMANDA,11.80926,57.62234,11.78782,57.60273,2016-12-20T09:31:05Z,2529.766111736826
Fishing,GG 668 SILVER,11.82975,57.64779,11.82257,57.62911,2016-12-16T15:51:05Z,2123.00112922783
Cargo,JETTEN GBG STAD VA,11.79379,57.65103,11.79241,57.60263,2016-12-14T10:09:05Z,5388.491175796133
Unspecified,FROG CYGNUS,11.83942,57.68151,11.98229,57.72092,2016-12-14T10:09:05Z,9563.75958537764
Tug,ASKHOLMEN,11.8914,57.68576,11.89121,57.68569,2016-12-15T12:47:05Z,13.73154077753667
High Special,RIVO,11.84175,57.66149,11.79172,57.60096,2016-12-14T10:11:06Z,7368.378144112555
Tug,SOUND PROVIDER,11.60489,57.76711,11.6032,57.60955,2016-12-19T13:27:05Z,17539.787238420893
Tug,SEACURE,11.61003,57.79236,11.62594,57.76966,2016-12-18T08:13:05Z,2697.6164811814115
Tug,BOATMAN 9,11.90032,57.69125,11.88379,57.68832,2016-12-19T12:47:05Z,1036.2167376858772
Pleasure,JEWEL,11.92581,57.61923,11.92572,57.61911,2016-12-15T03:03:05Z,14.395612604193081
Fishing,SKRAALLAN,11.97189,57.71763,11.97189,57.71763,2016-12-14T02:29:07Z,0
Pleasure,ISADORA,11.84554,57.66204,11.8032,57.62461,2016-12-17T16:27:05Z,4870.751656090689
Fishing,GG292 MARTINA,11.61625,57.77292,11.61638,57.77287,2016-12-15T23:49:05Z,9.515106081801544
Pleasure,AQUILA,11.84525,57.662,11.79426,57.60107,2016-12-14T10:09:05Z,7432.317313630503
Pleasure,PAULA,11.91803,57.70039,11.9183,57.70009,2016-12-15T08:57:05Z,37.057025982344385
Pleasure,HIFLYER,11.65817,57.70541,11.65819,57.70553,2016-12-14T17:01:06Z,13.411193871914033
Pleasure,BLUE ADVENTURE,11.94941,57.71135,11.9493,57.7111,2016-12-16T02:51:06Z,28.588267306628563
Pleasure,PENTA 60,11.76896,57.69141,11.76908,57.69131,2016-12-14T23:55:05Z,13.224843935879607
Fishing,GG 690 VINGASAND,11.82187,57.63206,11.82135,57.62533,2016-12-19T10:37:04Z,749.8209548233108
Pleasure,PENTA 81,11.60542,57.9337,11.60581,57.82878,2016-12-18T09:09:05Z,11679.663782947831
Fishing,RON,11.8581,57.64551,11.85814,57.64564,2016-12-18T02:59:05Z,14.666411743320051
Fishing,SVANVIK,11.66443,57.67327,11.66446,57.67317,2016-12-14T20:31:05Z,11.274284627415973
Pleasure,STORMFAGEL,11.66091,57.70513,11.66089,57.70518,2016-12-16T00:17:05Z,5.69166058405336
Tug,TOFTE,11.99432,57.69865,11.99434,57.73233,2016-12-18T19:39:06Z,3749.2406385043505
Fishing,RANDI,11.66352,57.73264,11.66472,57.72477,2016-12-18T18:45:05Z,878.9829228050035
Fishing,DANAFJORD,11.66486,57.67466,11.66452,57.67349,2016-12-17T07:39:06Z,131.80692204721544
Fishing,VALOSKAR,11.66161,57.7067,11.66157,57.70681,2016-12-17T21:33:05Z,12.474083600456446
Fishing,TORLAND,11.9584,57.7167,11.95847,57.71657,2016-12-16T20:19:05Z,15.05812624197907
Unspecified,STORMCO,11.98743,57.72543,11.98736,57.72544,2016-12-14T10:09:05Z,4.307279484921343
Unspecified,RAMANTENN,11.90571,57.68118,11.90576,57.68105,2016-12-20T06:01:05Z,14.774313238798419
Pleasure,WWW.SSBILBEHOR.SE,11.95983,57.64092,11.95973,57.64104,2016-12-13T23:49:05Z,14.626819429480706
Fishing,NAUTIC CENTER DEMO,11.89192,57.66337,11.89193,57.6634,2016-12-18T12:23:05Z,3.3922521033681647
Tug,OCKERO MARITIME 1,11.63523,57.65945,11.68068,57.66461,2016-12-18T11:13:05Z,2766.6592071294076
Tug,OCKERO MARITIME 2,11.66417,57.72351,11.66413,57.73568,2016-12-14T14:55:06Z,1354.760288960964
Tug,K10,11.85578,57.69098,11.85577,57.6884,2016-12-17T10:47:05Z,287.20490259115155
Fishing,SVANEN,11.60397,57.74836,11.60111,57.76917,2016-12-19T19:45:04Z,2322.7767838195614
Tug,GOTHEBORG,11.91897,57.70055,11.91888,57.7006,2016-12-13T21:19:05Z,7.7226682481542355
Tanker,DANA,11.60685,57.92028,11.61588,57.74813,2016-12-15T06:53:06Z,19171.120863658507
Cargo,THULELAND,11.71843,57.65178,11.74896,57.65663,2016-12-14T13:33:06Z,1896.797398606619
Passenger,STENA GERMANICA,11.79963,57.67359,11.77369,57.66095,2016-12-19T07:37:05Z,2089.271424394556
Fishing,CLIPPFJORD,11.7906,57.6004,11.79403,57.60124,2016-12-19T07:33:06Z,224.94450054645606
Tug,M/S ALO,11.65618,57.88801,11.64797,57.87987,2016-12-13T11:35:05Z,1028.1877099139867
Tug,SAR 111265582,11.64585,57.90428,11.6312,57.72334,2016-12-13T16:25:06Z,20160.872602489435
Passenger,LINDA,11.62132,57.77127,11.64108,57.74679,2016-12-20T11:11:05Z,2967.025687221073
Passenger,ULRIKA,11.62117,57.75909,11.64199,57.74446,2016-12-20T09:47:05Z,2044.9291490997905
Passenger,POLSTJERNAN,11.68323,57.71171,11.6586,57.711,2016-12-14T10:09:05Z,1466.7584499022457
Passenger,GOTA II,11.79274,57.65084,11.85177,57.64394,2016-12-20T09:31:05Z,3599.3413313203896
Fishing,ENSKAR,11.62051,57.77259,11.66791,57.72721,2016-12-20T09:31:05Z,5783.366359351293
Cargo,MSC OSCAR,11.77309,57.67819,11.79725,57.67958,2016-12-14T15:43:05Z,1446.2682467021853
Passenger,ALVELI,11.94017,57.705,11.95625,57.70588,2016-12-16T13:25:05Z,961.3604157048607
Tug,FROG TAURUS,11.98094,57.72183,11.97848,57.7191,2016-12-19T08:53:08Z,337.26087184646195
Passenger,ALVFRIDA,11.94027,57.7046,11.95631,57.70587,2016-12-15T06:17:06Z,964.4014686673809
Fishing,MARINA,11.64905,57.68252,11.64908,57.68264,2016-12-15T00:05:05Z,13.477120432861996
Fishing,SONGVAR,11.63749,57.74861,11.60806,57.74808,2016-12-19T16:31:05Z,1749.2671856999066
Passenger,LYRON,11.84163,57.66145,11.84161,57.66144,2016-12-13T14:53:06Z,1.6301985833850565
Tug,BJONN,11.99475,57.73267,11.99474,57.73257,2016-12-14T00:01:06Z,11.147801835135866
Tanker,DELFIN,11.64452,57.75572,11.61844,57.77199,2016-12-20T09:47:05Z,2382.9602051573243
Pleasure,LADY H,11.9797,57.7208,11.97922,57.72077,2016-12-17T08:51:05Z,28.73060599102994
Fishing,MARINO,11.64755,57.68228,11.60139,57.65689,2016-12-19T19:23:04Z,3942.142052485469
Fishing,LIZ,11.60295,57.92972,11.60318,57.92967,2016-12-18T14:39:06Z,14.689727670648695
Tug,BOATMAN 1,11.890319999999999,57.68928,11.90615,57.69287,2016-12-15T11:57:05Z,1023.1382913510331
Tug,RESCUER AMBULANCE,11.808,57.62031,11.79376,57.60464,2016-12-15T15:23:06Z,1940.0547406805324
Fishing,GG75 MANILL,11.76748,57.6271,11.78354,57.62975,2016-12-15T13:57:06Z,1001.6235714829448
Fishing,ULRIKA,11.60474,57.74863,11.60405,57.79709,2016-12-15T13:59:06Z,5394.698032754087
Pleasure,LADY,11.65845,57.70693,11.65836,57.70684,2016-12-20T00:05:06Z,11.358916420298394
Tug,SNOKEN,11.78897,57.68289,11.89577,57.68698,2016-12-14T10:09:05Z,6371.802013842884
Pleasure,SEA BIRD,11.8575,57.64734,11.85693,57.64749,2016-12-19T14:17:07Z,37.838634267630454
Fishing,KLONDYKE,11.60009,57.68848,11.64067,57.69845,2016-12-14T10:29:05Z,2657.1736333675353
Unspecified,PURE ORANGE,11.61837,57.6117,11.94985,57.7072,2016-12-14T13:41:05Z,22420.423184923442
Pleasure,ANNABELLA,11.8201,57.64877,11.81757,57.63703,2016-12-17T11:09:05Z,1315.5544585842285
Pleasure,DAISY,11.65435,57.74983,11.65436,57.74995,2016-12-14T00:43:05Z,13.37153978973134
Pleasure,KAXE,11.95878,57.71685,11.95878,57.71685,2016-12-13T12:51:05Z,0
Fishing,LAGUN,11.67257,57.73225,11.67255,57.73215,2016-12-14T00:29:06Z,11.195226886123367
Unspecified,SVITZER RAN,11.70685,57.64591,11.68968,57.63762,2016-12-18T11:57:05Z,1377.721643872118
Pleasure,VIKING,11.65831,57.70469,11.65825,57.70477,2016-12-15T00:05:05Z,9.593937325568072
Unspecified,VTS 2770110,21.09569,55.72771,21.09569,55.72771,2016-12-20T11:11:06Z,0
Cargo,EMSRUNNER,21.158,55.65434,21.15783,55.65417,2016-12-18T06:25:07Z,21.728418346869237
Cargo,SPANACO FIDELITY,21.09879,55.722410000000004,21.11,55.71562,2016-12-19T23:23:13Z,1032.1626319332383
Cargo,HAUKUR,21.08812,55.72609,21.10265,55.72101,2016-12-13T23:43:06Z,1072.1951693574727
Cargo,VINGAREN,30.00018,59.92171,20.80184,55.75435,2016-12-18T14:55:03Z,714651.2131931338
Tanker,BIRGIT KNUTSEN,20.98247,55.71124,20.80321,55.79769,2016-12-14T10:09:06Z,14789.046391989712
Cargo,DIJKSGRACHT,21.00316,55.72994,21.02729,55.72404,2016-12-18T13:13:06Z,1649.0963860487586
Cargo,ADAMAS,20.8096,55.71969,20.85354,55.72534,2016-12-14T22:57:06Z,2825.7173518840145
Tug,LTU SAR SHIP SAKIAI,21.09727,55.72447,21.11155,55.71511,2016-12-20T08:19:06Z,1373.7956579091372
Passenger,PATRIA SEAWAYS,21.03533,55.72917,20.9469,55.73167,2016-12-20T10:57:06Z,5550.003756460891
Tug,TAK-9,21.12593,55.70056,21.13632,55.70503,2016-12-14T16:53:06Z,819.975464820443
Tug,SOLL TENGIZ,21.09205,55.72589,21.11705,55.70755,2016-12-14T16:25:06Z,2574.0133084218255
Tug,LOTAS,21.11581,55.71148,21.14397,55.67081,2016-12-20T09:31:06Z,4859.940111584086
Passenger,ATHENA SEAWAYS,20.95727,55.73615,21.00029,55.73215,2016-12-15T19:35:07Z,2732.867271697823
Cargo,HELGA,21.08808,55.7266,21.10403,55.72045,2016-12-14T17:03:06Z,1211.8686245148758
Cargo,VITA,21.04599,55.73095,21.06494,55.72998,2016-12-14T21:39:06Z,1192.7317363259976
Cargo,LYRA,21.14067,55.67367,21.14783,55.66217,2016-12-14T18:33:07Z,1356.8047553089675
Cargo,BOMAR MOON,21.1275,55.7036,21.12785,55.70339,2016-12-15T05:17:06Z,32.06974071236405
Cargo,GALAN,21.05804,55.72822,21.07358,55.72813,2016-12-14T17:51:06Z,974.1951236423091
Tug,POSEIDON I,20.80125,55.63623,21.12285,55.70381,2016-12-14T10:23:06Z,21545.907133276363
Cargo,BLUE CHIP,20.82914,55.73779,20.85337,55.73701,2016-12-15T16:41:07Z,1521.0082286484103
Cargo,RUBYN,21.09099,55.72585,21.11143,55.71498,2016-12-15T04:25:07Z,1762.5553631688479
Tanker,INDEPENDENCE,21.13765,55.66366,21.13777,55.66405,2016-12-18T17:03:07Z,44.06358817255667
Cargo,THOR INTEGRITY,21.05033,55.72865,21.0655,55.7284,2016-12-19T22:25:06Z,951.3483270964874
Cargo,IVS KITE,20.81173,55.73813,20.83695,55.73795,2016-12-14T16:09:07Z,1580.6735812087925
Tanker,SCF BALTICA,20.80167,55.975,20.8,55.9705,2016-12-14T19:01:07Z,511.62551675768464
Cargo,USOLIE,20.97099,55.73171,21.13291,55.69459,2016-12-14T10:09:06Z,10962.649491817318
Tanker,SAKURA PRINCESS,20.93057,55.73037,20.94663,55.7297,2016-12-14T11:29:06Z,1009.4515890145011
Tanker,GREEN PLANET,20.83738,55.60285,20.80805,55.89721,2016-12-14T10:45:06Z,32819.487082574306
Cargo,VANTAGE WAVE,21.11101,55.71448,20.87546,55.70213,2016-12-14T10:11:07Z,14837.072967532426
Cargo,TRUE LOVE,20.84578,55.74756,20.86242,55.74601,2016-12-15T13:27:06Z,1056.782413838513
Tug,TAK-10,21.12778,55.69945,21.15227,55.65612,2016-12-16T17:09:06Z,5062.4870396231
Tug,A.BARAUSKAS,21.10164,55.7191,21.10164,55.71912,2016-12-14T15:41:06Z,2.2263898154631234
Tanker,HAFNIA SUNDA,21.09396,55.72625,21.09407,55.72616,2016-12-13T15:33:06Z,12.162561868901292
Tug,T-2,21.13387,55.6799,21.13388,55.67996,2016-12-15T17:05:07Z,6.708593890257548
Tug,BOA BISON,18.55471,54.52401,18.5547,54.52405,2016-12-16T00:05:07Z,4.499403745631813
Cargo,WILSON SKY,21.13543,55.69126,18.9902,54.67703,2016-12-14T14:43:06Z,177008.33400051377
Cargo,CATHARINA SCHULTE,18.56057,54.52669,18.55884,54.53396,2016-12-16T12:57:07Z,816.9717334846478
Tanker,SEAMARLIN,18.56182,54.5336,18.5618,54.53357,2016-12-14T00:19:08Z,3.5807255209257924
Fishing,CHRISTINA MICHELLE,18.42093,54.79712,18.43237,54.79703,2016-12-13T23:15:07Z,734.2051408999599
Fishing,KAPITAN GERASHCHENKO,18.70719,54.53154,18.68513,54.53149,2016-12-18T09:55:02Z,1424.9478664022415
Tug,MEWO NAVIGATOR,18.55804,54.78175,18.54412,54.78692,2016-12-17T19:13:07Z,1062.867340809043
Tanker,ORAMALIA,18.87065,54.57315,18.85031,54.56119,2016-12-13T18:13:02Z,1869.6859225202513
Tug,ODYS,18.526,54.52919,18.52593,54.52943,2016-12-17T20:51:07Z,27.096634034931796
Tug,IKAR,18.66486,54.36386,18.66038,54.37982,2016-12-16T09:05:02Z,1800.253830348429
Tug,INZ. ST. LEGOWSKI,18.67622,54.35652,18.53787,54.77827,2016-12-14T10:09:01Z,47790.44875504473
Fishing,KAPER-2 SG-312,18.6805,54.54381,18.65607,54.54259,2016-12-20T11:07:03Z,1583.4073138059848
Fishing,WLA-307,18.4319,54.79652,18.41913,54.79653,2016-12-14T19:19:07Z,819.4985053662728
Fishing,WLA-312,18.44099,54.79964,18.42995,54.79628,2016-12-16T12:57:07Z,801.1276435605549
Fishing,WLA-184 HELOT,18.54946,54.52152,18.5509,54.52193,2016-12-20T09:31:07Z,103.62927559645252
Fishing,DZI 85,18.477,54.79833,18.42983,54.79667,2016-12-18T19:19:06Z,3032.634123748269
Tug,CENTAUR II,18.59983,54.53333,18.56733,54.5355,2016-12-16T01:55:06Z,2112.999528752199
Cargo,K1,18.56006,54.54105,18.56006,54.54105,2016-12-14T02:29:07Z,0
Pleasure,JUNA,18.55228,54.51795,18.55237,54.51805,2016-12-19T11:43:06Z,12.559405745253313
Fishing,BALTICA,18.99247,54.70739,18.99997,54.42768,2016-12-16T02:19:01Z,31140.93655928952
Tug,KAPITAN POINC,18.57949,54.53081,18.56371,54.53566,2016-12-20T08:47:06Z,1153.4093525928208
Pleasure,DAR MLODZIEZY,18.5586,54.51931,18.55857,54.51921,2016-12-13T17:37:08Z,11.299453814079861
Tug,HORYZONT II,18.53052,54.52862,18.52999,54.52839,2016-12-15T08:09:08Z,42.7518790075082
Tug,ORP FLAMING,18.58431,54.54266,18.58494,54.547110000000004,2016-12-13T12:11:08Z,497.0393086068098
Pleasure,ZAWISZA CZARNY,20.87371,55.99943,18.97705,54.79242,2016-12-15T23:53:07Z,180071.80267590348
Tug,IMOR,18.43365,54.79852,18.56626,54.79881,2016-12-17T16:17:07Z,8509.679653142004
Cargo,DORNUM,18.91599,54.69305,18.9296,54.6854,2016-12-15T17:41:01Z,1221.5149969884976
Cargo,FRANCISCA,18.52987,54.54131,18.52991,54.54143,2016-12-18T16:47:07Z,13.605798338721586
Tug,FAIRPLAY-26,18.56898,54.53596,18.59477,54.53364,2016-12-16T02:31:07Z,1685.6393559227877
Cargo,VENTURA,20.80759,55.63885,19.96576,55.19872,2016-12-17T04:03:05Z,72314.57723059297
Cargo,FRI OCEAN,18.73457,54.7537,18.75352,54.74643,2016-12-13T18:53:02Z,1461.9276636919278
Cargo,ATROTOS HERACLES,18.92408,54.62413,18.91085,54.61001,2016-12-17T07:37:02Z,1788.2649505516476
Cargo,ROBIN WIND,18.98992,54.776,18.99832,54.7093,2016-12-17T07:43:02Z,7444.604290522499
Cargo,SANTA URSULA,18.99629,54.76309,18.99694,54.72224,2016-12-18T06:05:02Z,4547.593018981206
Cargo,OCEAN VOYAGER,18.99601,54.76856,18.99928,54.74373,2016-12-19T10:21:02Z,2772.0332181832823
Cargo,SCHUYLER TRADER,18.92086,54.78593,18.9374,54.77647,2016-12-16T04:05:02Z,1495.4851157372177
Cargo,FJORDVIK,18.5201,54.53627,18.51995,54.53645,2016-12-15T15:11:08Z,22.256622405855094
Cargo,LORD BYRON,18.52815,54.53465,18.52835,54.53497,2016-12-20T00:13:06Z,37.89209243365953
Cargo,GENCO THUNDER,18.89527,54.58765,18.88104,54.57504,2016-12-15T20:11:02Z,1677.2867781625378
Tanker,TRANS HOLM,18.52317,54.53633,18.52183,54.53583,2016-12-18T18:37:08Z,102.8989605867537
Tug,FAIRPLAY IV,18.55918,54.52682,18.57434,54.51325,2016-12-16T11:19:07Z,1800.3833498312624
Passenger,GLOMAR WAVE,18.7081,54.51115,18.5592,54.52425,2016-12-14T10:09:01Z,9731.142563083768
Fishing,HEL-125,18.54748,54.52021,18.55046,54.52187,2016-12-16T02:31:07Z,266.86811931781517
Tug,BOA JARL,18.55553,54.52428,18.55554,54.52425,2016-12-14T00:15:08Z,3.40150098173099
Pleasure,ARKUN,18.4143,54.79725,18.42704,54.79666,2016-12-17T23:33:06Z,820.1977209436075
Tanker,POLA,18.68967,54.45984,18.69933,54.46717,2016-12-13T14:07:02Z,1027.8389546750586
Pleasure,HYDROMET,18.55403,54.5175,18.55404,54.51751,2016-12-15T12:07:08Z,1.2871378780981615
Tug,KAMBR,18.43039,54.79666,18.44127,54.79793,2016-12-19T11:21:06Z,712.3658183541891
Fishing,OCEANOGRAF,18.62692,54.52441,18.6516,54.52055,2016-12-16T20:29:02Z,1651.4076477377491
Pleasure,CARUZZI,18.43688,54.4498,18.44323,54.45473,2016-12-13T12:19:07Z,685.6238002229353
Cargo,TENDER1,11.80496,57.61285,11.85902,57.64594,2016-12-14T10:09:05Z,4893.839345072962
Tug,SVITZER GEO,11.80486,57.67896,11.82458,57.68212,2016-12-19T03:59:04Z,1225.234351877952
Pleasure,YANIKI IV,11.86249,57.683,11.85396,57.68073,2016-12-17T10:13:06Z,567.0665960567095
Fishing,GG1206 DANO,11.83613,57.64334,11.82328,57.63395,2016-12-17T22:19:05Z,1295.7117133927648
Passenger,ALVSNABBEN 3,11.93951,57.70527,11.95547,57.70613,2016-12-17T17:13:06Z,954.0280907959391
Tug,RB-413,19.90563,54.64635,19.94286,54.63433,2016-12-15T12:29:03Z,2746.409711119647
Tanker,ALEKSANDR GLUKHOV,30.10589,59.90041,30.14004,59.89339,2016-12-14T22:57:03Z,2060.6295849270264
Tug,PILOT DANGE,21.07304,55.72799,21.12992,55.69197,2016-12-14T20:01:06Z,5366.861964211752
Fishing,WLA-295,18.4416,54.79936,18.43465,54.79669,2016-12-14T20:49:07Z,535.9561686718421
Passenger,VESTA,11.79239,57.65069,11.79194,57.60153,2016-12-14T10:09:05Z,5472.531899323549
Fishing,SUNNANLAND,11.85847,57.64485,11.85826,57.64503,2016-12-18T14:49:05Z,23.622373739250573
Tug,R-20,18.58479,54.52128,18.57774,54.53327,2016-12-20T08:51:07Z,1410.2831037642181
Cargo,SVYATITEL ALEKSIY,20.01301,54.63951,20.05175,54.64499,2016-12-15T12:13:02Z,2569.0450791977205
Cargo,MSC MANDRAKI,20.88405,55.72766,20.85677,55.72787,2016-12-13T11:53:06Z,1710.2573620707574
Unspecified,NORTHERN WIND,11.77753,57.67743,11.71973,57.6755,2016-12-20T10:57:05Z,3447.100916040276
Tug,KOL-149,18.43536,54.79717,18.41391,54.79658,2016-12-17T16:35:06Z,1378.0792618356475
Tanker,SLV-415,30.21248,59.88964,30.23039,59.88434,2016-12-14T10:09:03Z,1161.3059552612037
Fishing,DAR-10,18.44383,54.79982,18.81418,54.79816,2016-12-13T22:53:07Z,23765.95970522066
