ship_type,ship_name,lon,lat,p_lon,p_lat,datetime,distance
Pleasure,NAWICA TRAINING SHIP,11.84201,57.67041,11.84959,57.67104,2016-12-13T13:29:05Z,456.66901474416375
Pleasure,PENTA 80,11.6957,57.71004,11.69696,57.76413,2016-12-13T12:51:05Z,6021.736750657311
Passenger,HAKEFJORD,11.60198,57.9295,11.60016,57.93035,2016-12-20T11:11:05Z,143.26576560103476
Passenger,CARL MICHAEL BELLMAN,11.9236,57.70021,11.87643,57.68652,2016-12-19T12:59:05Z,3193.4553187393217
Passenger,BURO,11.6896,57.69633,11.66467,57.71231,2016-12-20T09:31:05Z,2315.814300232558
Tug,CHARLIE,11.705260000000001,57.77219,11.69685,57.7788,2016-12-13T14:51:05Z,889.1851803785682
Fishing,NIKOLAY SOLODCHUK,21.096,55.72448,21.10915,55.7168,2016-12-19T22:49:22Z,1187.7218783012627
Cargo,LANTAU ARROW,18.85512,54.57534,18.8818,54.5937,2016-12-13T12:51:02Z,2671.981073409555
Fishing,JAS-74,18.93163,54.48427,18.67479,54.69625,2016-12-19T07:21:02Z,28831.998787527795
Tug,TAK-11,21.08242,55.72777,21.13555,55.68584,2016-12-14T10:47:07Z,5735.087197028479
Tug,GRIPHON 8,30.23108,59.87959,30.21397,59.88857,2016-12-20T01:29:03Z,1382.971459180972
Tug,BISON,11.73161,57.97403,11.7555,57.99487,2016-12-17T09:39:05Z,2714.7229950163332
Fishing,SAIBON LL1248,11.60602,57.74739,11.60128,57.69403,2016-12-16T02:05:05Z,5946.688333613692
Cargo,DINTELBORG,20.17245,54.68526,20.22827,54.68567,2016-12-15T21:47:03Z,3592.299158909726
Fishing,EROS AV HONO,11.61491,57.74771,11.64932,57.68261,2016-12-14T16:47:06Z,7530.17801066266
Tug,TAK-6,21.13388,55.6871,21.10307,55.72177,2016-12-13T13:09:06Z,4316.251168590097
Tug,TUCANA,18.67282,54.40438,18.5503,54.52044,2016-12-14T10:55:02Z,15157.947634504671
Tug,TYPHOON,30.22942,59.90749,30.20715,59.88581,2016-12-20T09:31:04Z,2714.8862507888803
Tug,BESS,11.63872,57.91573,11.6645,57.92759,2016-12-17T16:55:05Z,2016.4151752883681
Tug,PILOT-5,18.60472,54.53499,18.5624,54.53472,2016-12-18T19:47:01Z,2733.546878825953
Tug,ORP BALTYK,18.96446,54.72737,18.985,54.74684,2016-12-13T12:51:02Z,2537.7451516583988
Tanker,UMAR1,19.80968,54.65694,11.6855,57.60098,2016-12-20T09:05:02Z,600612.2354285758
Cargo,GRANDE MEDITERRANEO,11.6568,57.92467,11.68484,57.93787,2016-12-14T15:43:05Z,2214.8834972142517
Tug,KOL-48,18.42675,54.79544,18.43598,54.79836,2016-12-13T12:51:07Z,675.6473770781568
Tanker,NEMAN,20.36808,54.69002,20.38373,54.69017,2016-12-16T08:27:03Z,1007.0988975902895
Tanker,BERGEN T,20.16665,54.68385,19.83767,54.65162,2016-12-17T21:11:02Z,21480.790191964443
Pleasure,MUSASHI M,18.55065,54.51734,18.55065,54.51734,2016-12-14T12:59:07Z,0
Tug,[SAT-AIS],20.33833,54.97167,20.315,54.98167,2016-12-13T16:35:03Z,1860.314406879926
Tanker,SCANDINAVIA,11.83696,57.68291,11.80368,57.67654,2016-12-16T12:57:05Z,2103.834818448748
High Special,VALO,11.797790000000001,57.61596,11.83972,57.6626,2016-12-14T10:09:05Z,5761.7649690945045
Passenger,VICTORIA SEAWAYS,20.81393,55.73063,20.8179,55.70357,2016-12-19T13:05:06Z,3022.5738176598393
Unspecified,SOUND CASTOR,11.61117,57.6145,11.958,57.71217,2016-12-14T10:09:05Z,23338.851750748887
Fishing,WLA 253,18.71236,54.70285,18.72768,54.69599,2016-12-13T14:45:02Z,1246.7461559424025
Pleasure,TARNTANK TEKNIK,11.85466,57.64732,11.79223,57.60376,2016-12-14T10:09:05Z,6112.357920715489
Fishing,HEL-103,18.77327,54.68947,18.58353,54.79896,2016-12-16T05:59:02Z,17239.55919618375
Tug,KBV 032,11.60501,57.74871,11.70603,57.99781,2016-12-14T12:27:06Z,28367.2127638435
Tug,FROG RANA,11.83507,57.66158,11.95854,57.71275,2016-12-14T10:09:05Z,9296.575208489301
Tug,KBV 316,11.61581,57.74836,11.61424,57.65024,2016-12-15T13:53:06Z,10923.067687967663
Fishing,GG102 MAUDAN,11.60402,57.71507,11.64054,57.69856,2016-12-14T15:23:05Z,2845.1971578504613
Tug,OLEG STRASHNOV,20.21223,54.68774,20.1966,54.69018,2016-12-17T13:13:02Z,1041.735650309284
Unspecified,KONTROLER 20,18.67264,54.3927,18.65975,54.35363,2016-12-20T09:31:02Z,4428.840104210829
Pleasure,BMJ WINDY 37,11.87053,57.63765,11.87053,57.63765,2016-12-14T13:53:08Z,0
Tug,PILOT 729 SE,11.6631,57.70667,11.66311,57.70665,2016-12-13T23:25:05Z,2.3044552751110006
Tanker,ROMANKA,18.59146,54.53517,18.64951,54.38083,2016-12-14T10:09:07Z,17586.900591519177
Cargo,ASIAN BREEZE,11.69145,57.94259,11.70251,57.95189,2016-12-13T14:29:05Z,1224.2184372048032
Fishing,ANCILLA WLA-68,18.4426,54.79977,18.4304,54.79672,2016-12-18T03:49:07Z,853.3384254814777
Fishing,GDA-18,18.83827,54.79977,18.76773,54.79884,2016-12-15T13:23:02Z,4527.682825685641
Cargo,MARNE,18.67183,54.38618,18.67165,54.38641,2016-12-13T16:41:02Z,28.13689764414573
Fishing,GLITTFORS,11.66888,57.60073,11.60468,57.74045,2016-12-19T15:23:05Z,16016.258562227351
Cargo,RIX STAR,18.87928,54.59549,18.89862,54.61718,2016-12-14T19:57:02Z,2717.4976056511878
Tug,PILOT21,18.77338,54.41284,18.65637,54.41735,2016-12-15T22:21:02Z,7596.25649913532
Pleasure,ANKAWER IV,18.77858,54.36734,18.77855,54.36741,2016-12-13T15:27:02Z,8.031580268790844
Fishing,KOL-143,18.43168,54.79787,18.41905,54.7965,2016-12-17T17:41:07Z,824.7236971639062
Tug,ZAG-27,18.85907,54.39051,18.87674,54.39503,2016-12-13T15:35:02Z,1250.9052772540479
Tug,TYTAN,18.65045,54.42708,18.66829,54.40533,2016-12-19T12:59:02Z,2682.839090257112
Cargo,BALTIC PERFORMER,30.07083,59.9075,30.05283,59.91117,2016-12-13T15:33:03Z,1084.5130442230936
Unspecified,BARSWEEP ONE,11.97379,57.71737,11.98157,57.71992,2016-12-15T00:07:05Z,542.7042797904122
Passenger,STENA DANICA,11.63546,57.60029,11.94293,57.70141,2016-12-14T15:23:05Z,21497.071894922767
Cargo,BF CARTAGENA,30.07483,59.90683,30.09717,59.90217,2016-12-15T17:39:03Z,1350.6206083379543
Tug,MOSCHNYI,30.25696,59.91534,30.23809,59.91095,2016-12-20T09:31:04Z,1160.9251044389762
Pleasure,ANNA MARIA,18.67608,54.69701,18.67603,54.69707,2016-12-17T09:03:01Z,7.413343540801259
Tug,RESCUE BERGESEN D.Y,11.71138,57.95715,11.69243,57.94052,2016-12-13T15:49:05Z,2163.4003069283467
Fishing,ZAG-21,18.99656,54.40871,18.99528,54.48479,2016-12-16T18:03:02Z,8469.592105344747
Fishing,PL ZAG-17,18.99883,54.60067,18.99753,54.52466,2016-12-16T12:15:02Z,8461.810521482967
Tanker,HELENA KOSAN,11.72932,57.96961,11.74162,57.97732,2016-12-13T16:01:06Z,1124.2249176474552
Passenger,STENA VISION,18.75879,54.79681,18.80602,54.79028,2016-12-14T15:47:02Z,3117.090277657306
Tanker,TRANS FJELL,11.72754,57.96871,11.71159,57.95829,2016-12-13T16:35:06Z,1494.1796157844637
Fishing,WLA 250,18.76582,54.7962,18.84858,54.75185,2016-12-16T16:57:02Z,7253.4412461876
Fishing,WLA182,18.4341,54.79723,18.42289,54.79671,2016-12-16T22:43:07Z,721.7041057759121
Fishing,WLA 31,18.62986,54.79564,18.42453,54.79627,2016-12-18T17:17:02Z,13177.147135202498
Tug,TIDEWAY ROLLINGSTONE,19.80943,54.66067,19.81804,55.00588,2016-12-19T04:45:02Z,38432.56614662112
Fishing,WLA 51,18.47771,54.7866,18.49622,54.78111,2016-12-13T18:53:07Z,1336.1811763864325
Fishing,VERA C,11.73032,57.60386,11.81978,57.60025,2016-12-14T16:21:05Z,5350.916725052608
Tug,MINTIS,21.12929,55.70308,21.12916,55.70301,2016-12-16T03:53:07Z,11.279007573870805
Cargo,CONTAINERSHIPS 6,21.1375,55.67983,21.12467,55.69683,2016-12-13T18:17:07Z,2056.564497640067
Tug,SMILTE PILOT,21.03585,55.72912,21.11378,55.71221,2016-12-18T13:53:07Z,5236.144282986707
Fishing,GANTHI,11.60523,57.60175,11.79128,57.60079,2016-12-19T16:17:05Z,11097.627539454908
Tug,SERVAL,18.99782,54.73668,20.80253,55.63261,2016-12-15T05:55:01Z,151988.29176251087
Pleasure,EXTREMARIUM,11.65843,57.70559,11.65843,57.70559,2016-12-14T10:55:06Z,0
Cargo,ARK FORWARDER,11.62227,57.61075,11.81698,57.67988,2016-12-17T04:57:05Z,13920.163306923152
Tanker,ANGON,11.84372,57.69172,11.78883,57.67043,2016-12-14T10:09:05Z,4035.922197898968
Tug,ALEXANDR UVAROV,19.91232,54.63717,19.91264,54.63669,2016-12-14T10:49:02Z,57.27273787232464
Fishing,756,21.0479,55.73271,21.11934,55.70136,2016-12-15T00:09:07Z,5678.538296394282
Fishing,652,20.80489,55.75827,20.80305,55.77225,2016-12-18T07:51:06Z,1560.5068926525148
Tug,TORNADO,20.23147,54.68539,20.19069,54.6887,2016-12-19T09:45:03Z,2649.828555196301
Passenger,STENA BALTICA,18.7605,54.53783,18.82333,54.56133,2016-12-14T19:57:02Z,4826.977211937787
Fishing,GDA-20,18.99597,54.41359,18.99993,54.67441,2016-12-16T19:01:01Z,29035.475616889515
Tug,MARIEKE,19.92242,54.63621,20.80652,55.72043,2016-12-14T10:11:03Z,133134.61205007863
Tanker,SALTSTRAUM,20.41883,54.692,20.28833,54.68433,2016-12-14T10:09:02Z,8440.393929650272
Cargo,SOMERSET,11.69333,57.669,11.72617,57.67833,2016-12-14T01:17:06Z,2213.6453125588555
Passenger,AGAT,19.83599,54.6465,18.99818,54.5514,2016-12-17T12:27:03Z,55054.86963529957
Fishing,GG43 ANNA,11.67183,57.73392,11.67202,57.73304,2016-12-18T11:33:05Z,98.60976009984387
Cargo,IDUNA,18.99467,54.75998,18.99737,54.70171,2016-12-14T15:49:01Z,6488.908003893327
Cargo,RMS RAHM,18.67552,54.40318,18.64606,54.44592,2016-12-14T10:09:01Z,5126.084842437348
Cargo,HENDRIKA MARGARETHA,18.5848,54.79905,11.60437,57.92032,2016-12-19T16:45:06Z,552737.4866957898
Tug,REUSHINKA,19.90677,54.6342,19.9564,54.6376,2016-12-19T06:39:03Z,3219.904401032544
Fishing,WLA-13O,18.46391,54.79861,18.41696,54.79633,2016-12-17T16:39:07Z,3023.554900001591
Tug,TAYFUN,19.80579,54.66104,19.8006,54.62874,2016-12-17T13:21:02Z,3611.127639179102
Unspecified,VTS 2614900,18.55957,54.52926,18.55957,54.52926,2016-12-16T23:25:07Z,0
Fishing,STJARNVIK,11.68664,57.63983,11.68491,57.65093,2016-12-13T22:01:03Z,1239.9369765660504
Fishing,RONDO,18.46053,54.79936,18.42903,54.79611,2016-12-20T02:45:07Z,2053.5309463089075
Fishing,RODSKAR GG430,11.79288,57.60331,11.85734,57.6466,2016-12-14T11:59:05Z,6163.2769590982725
Cargo,NACC TORONTO,19.86546,54.64939,19.89324,54.63306,2016-12-13T23:23:03Z,2550.919514183961
Tanker,SOLSTRAUM,18.998,54.73861,11.60952,57.60824,2016-12-20T02:49:02Z,557803.1950280501
Tug,FAIRPLAY VII,18.53252,54.53096,18.54856,54.53508,2016-12-16T03:21:07Z,1133.0207153084064
Tug,SIGULDA,19.90742,54.63247,19.95564,54.63924,2016-12-19T04:37:03Z,3196.8431830294903
Cargo,ROJAREK NAREE,18.85662,54.56457,18.83907,54.55322,2016-12-16T16:37:01Z,1696.9801097692423
Fishing,GOTTSKAR,11.6679,57.70826,11.66545,57.71786,2016-12-19T21:43:05Z,1078.5512893499326
Tug,[SAT-AIS],19.925,54.635,19.925,54.635,2016-12-13T23:59:02Z,0
Tanker,KEY BORA,19.99305,54.63808,20.00914,54.63927,2016-12-14T00:13:03Z,1045.0127323505092
Tanker,FURE FLADEN,11.71893,57.65138,11.74772,57.65628,2016-12-14T01:17:06Z,1799.3898169638358
Tug,EILEEN MCLOUGHLIN,18.89067,54.58433,18.80567,54.53,2016-12-18T06:55:02Z,8166.116622542345
Fishing,MIKADON,18.42989,54.79665,18.42006,54.7972,2016-12-14T18:17:07Z,633.7851557249096
Tug,BAZALT,18.44975,54.79854,18.93036,54.79522,2016-12-16T12:05:07Z,30844.389946187435
Tug,[SAT-AIS],19.925,54.635,19.925,54.635,2016-12-14T23:59:02Z,0
Tug,[SAT-AIS],20.33833,54.97,20.33833,54.97167,2016-12-14T10:09:02Z,185.9035496255144
Tug,[SAT-AIS],19.91167,54.64667,19.91167,54.64667,2016-12-14T23:59:02Z,0
Fishing,WLA-197,18.77056,54.79802,18.42825,54.79743,2016-12-15T12:23:02Z,21966.712807167864
Cargo,KONYA,21.08245,55.72777,21.06178,55.72832,2016-12-15T16:19:07Z,1297.1738539218766
Tanker,PATRICIA ESSBERGER,19.85804,54.65217,19.89349,54.63329,2016-12-15T12:25:04Z,3103.552636450346
Fishing,KRISTINA,18.43549,54.79743,18.4221,54.79707,2016-12-20T01:27:06Z,860.2040226843442
Tug,RRRRGSDGSD,30.25644,59.94121,30.25646,59.9412,2016-12-19T05:29:03Z,1.5756945970379714
Fishing,TOR-ON,11.95823,57.71615,11.9586,57.71599,2016-12-19T21:33:05Z,28.305530133760975
Cargo,CEMISLE,21.16266,55.64794,21.15734,55.65001,2016-12-14T01:27:06Z,405.9138335371453
Cargo,SORMOVSKIY-3068,20.4587,54.70193,20.11265,54.65437,2016-12-15T17:43:03Z,22892.871633306153
Cargo,ANINA,11.6025,57.61167,11.634,57.6115,2016-12-15T00:51:05Z,1878.40756238583
Tanker,KEY BREEZE,11.64325,57.92495,11.66758,57.92921,2016-12-14T01:59:05Z,1514.3253648080095
Cargo,UFA,20.43857,54.69624,20.07527,54.64828,2016-12-15T09:33:04Z,23987.559512021046
Cargo,SOLONG,30.05787,59.91005,30.04487,59.91267,2016-12-14T01:47:04Z,781.943370952598
Cargo,IVAN SHCHEPETOV,20.45184,54.70267,20.14155,54.6701,2016-12-14T18:27:03Z,20293.16529991465
Cargo,MARIS,18.5095,54.54233,18.7965,54.73133,2016-12-14T10:09:07Z,28009.870482878297
Unspecified,VTS HEL,18.81289,54.60001,18.8129,54.59999,2016-12-17T18:45:02Z,2.3178970663285132
Cargo,SELENE PRAHM,18.66144,54.38306,18.664,54.37166,2016-12-15T03:19:02Z,1279.8510420756795
Cargo,PHOENIX II,19.80477,54.67082,18.99999,54.45469,2016-12-20T00:41:02Z,57244.90009069378
Cargo,OMSKIY-140,18.96738,54.67465,18.95891,54.66514,2016-12-15T21:25:01Z,1190.8133804067913
Cargo,JUNO,18.81624,54.53614,18.80179,54.52653,2016-12-17T14:01:01Z,1419.730198826944
Cargo,LILY-B,18.95644,54.76741,18.98556,54.76496,2016-12-15T23:13:02Z,1889.921995564947
Fishing,VALERIY DZHAPARIDZE,20.48575,54.70463,20.48579,54.70491,2016-12-18T05:43:02Z,31.27545718304967
Tug,ELENA,20.11025,54.65362,19.84605,54.69142,2016-12-18T14:31:03Z,17519.478736841065
Fishing,STARYY ARBAT,20.14485,54.67473,20.14534,54.67498,2016-12-14T12:51:03Z,42.062487546022076
Tug,[SAT-AIS],20.21,54.955,20.21,54.955,2016-12-14T10:17:02Z,0
Cargo,AUTO BAY,30.0328,59.91502,30.05801,59.90988,2016-12-14T17:37:04Z,1518.7968443085454
Cargo,FINNMILL,30.002,59.92145,30.01486,59.91888,2016-12-15T09:57:04Z,772.444371032367
Tanker,ORAKAI,30.03042,59.91547,30.0548,59.91048,2016-12-18T19:07:03Z,1469.5805572686581
Cargo,PLYCA,30.0038,59.92117,30.018,59.91821,2016-12-14T21:53:03Z,858.0744732911804
Cargo,KAPITAN YAKOVLEV,30.16375,59.88849,30.17687,59.88624,2016-12-16T08:37:03Z,774.3667881616055
Unspecified,JIYA,30.22525,59.88173,30.25607,59.94104,2016-12-14T10:33:04Z,6822.729172841587
Cargo,CHRISTOPHER,30.05385,59.9109,30.07304,59.90701,2016-12-15T10:21:04Z,1155.2762377514468
Cargo,KNOSSOS,30.20763,59.89115,30.21417,59.89617,2016-12-16T09:53:03Z,667.5654671612616
Cargo,ALLEGRA,30.04308,59.91301,30.06115,59.90941,2016-12-16T21:43:05Z,1085.1785261050195
Cargo,PRINCE OF WAVES,30.0235,59.917,30.04717,59.912,2016-12-19T19:23:03Z,1433.3520234026287
Tanker,MUDYU,30.21389,59.89565,30.21608,59.89725,2016-12-14T10:11:04Z,216.0441307609356
Cargo,DELPHIS BOTHNIA,19.80285,54.67177,30.01159,59.91929,2016-12-18T06:51:02Z,845794.2689783886
Passenger,FITTER W,30.22508,59.88393,30.22513,59.88388,2016-12-14T10:13:03Z,6.2273202284244045
Cargo,PETUNIA SEAWAYS,11.69722,57.64103,11.72198,57.652589999999996,2016-12-17T16:55:05Z,1957.4378221004695
Tanker,KEY BAY,11.67425,57.62228,11.68745,57.63471,2016-12-15T16:05:06Z,1591.7232055561697
Cargo,HOEGH TRIDENT,11.76417,57.65933,11.78583,57.66784,2016-12-14T17:13:05Z,1600.2488381845199
Fishing,GG451 MIA,11.6407,57.69855,11.6407,57.69855,2016-12-15T09:15:05Z,0
Pleasure,LOUISE,11.89251,57.60544,11.85522,57.60969,2016-12-19T13:57:05Z,2273.578941047227
Fishing,GG 65 CORIOLA,11.65801,57.70755,11.65801,57.70755,2016-12-15T06:45:05Z,0
Tug,RESCUE MARIANNE BRAT,11.66483,57.73567,11.66683,57.7095,2016-12-17T12:27:06Z,2915.656177726904
Tug,KBV 001,11.90352,57.69227,11.89151,57.68859,2016-12-14T13:09:06Z,823.6844353012926
Tug,KBV 497,11.79772,57.66702,11.79772,57.66702,2016-12-15T08:11:05Z,0
Tanker,WISBY WAVE,11.6811,57.62356,11.69439,57.63855,2016-12-15T20:01:05Z,1847.1124265827998
Passenger,STENA SCANDINAVICA,11.74008,57.65563,11.76765,57.65953,2016-12-18T18:27:06Z,1698.3178772444296
Tanker,NORDIC NORA,11.60717,57.61167,11.60817,57.9215,2016-12-15T10:29:06Z,34490.16893767498
Pleasure,BEDA,11.78708,57.70084,11.78708,57.70084,2016-12-15T09:21:05Z,0
Cargo,DT BROSON,11.61614,57.60002,11.80844,57.62032,2016-12-15T08:33:06Z,11687.634939923972
Pleasure,DT SUPPLY,11.79117,57.60165,11.81317,57.62814,2016-12-14T17:51:05Z,3227.435324639505
Fishing,100,20.80213,55.7599,20.80773,55.78035,2016-12-19T01:21:06Z,2303.3331896194013
Fishing,ATLANT,20.80876,55.70748,20.80019,55.77094,2016-12-16T22:45:06Z,7084.720896502753
Passenger,OPTIMA SEAWAYS,20.84492,55.73611,20.9275,55.73363,2016-12-14T19:57:06Z,5183.096274571078
Tug,JURINIS,21.14814,55.66532,21.14813,55.66536,2016-12-14T12:07:07Z,4.496828641328743
Cargo,TRAVEBERG,21.13279,55.68792,21.14626,55.6643,2016-12-16T15:53:06Z,2761.9653521884657
Cargo,OCEAN RAINBOW,21.09081,55.7255,21.05654,55.72824,2016-12-16T15:51:06Z,2169.87269856892
Tug,HYDROGRAF 10,18.64893,54.46761,18.63902,54.47264,2016-12-20T07:55:01Z,851.1877357119339
Fishing,FRANEK ZUBRZYCKI,18.87042,54.6411,18.87422,54.63113,2016-12-15T15:21:02Z,1136.5381412265165
Tug,ORP ZBYSZKO,18.78334,54.56668,18.79522,54.58204,2016-12-15T06:09:02Z,1873.8388877886453
Tug,BRYZA,18.42936,54.79655,18.44621,54.79757,2016-12-19T13:19:06Z,1087.25724599386
Tug,ORP MACKO,18.53372,54.53841,18.53372,54.53841,2016-12-15T07:21:07Z,0
Tug,TAK-4,20.96819,55.99269,20.86596,55.9986,2016-12-16T06:33:07Z,6398.352277728601
Tug,MINGE,21.11336,55.71274,21.06114,55.72835,2016-12-18T22:45:05Z,3706.670785275418
Cargo,ZEALAND BEATRIX,20.86267,55.69824,20.86282,55.65665,2016-12-17T00:35:06Z,4629.787195427064
Cargo,ARETHOUSA,18.98008,54.51316,18.99381,54.52544,2016-12-14T10:37:02Z,1629.6349024776962
Pleasure,EUPHORIA,18.6807,54.39977,18.6696,54.38993,2016-12-14T10:51:01Z,1310.4904976756006
Tug,KAPITAN SOROKIN,30.19494,59.88229,30.19553,59.88205,2016-12-14T20:13:04Z,42.425097947195496
Tanker,NAVIG8 STRENGTH,20.84857,55.73472,20.87363,55.73403,2016-12-18T14:31:07Z,1572.5438032806073
Cargo,ALEXANDER B,18.93716,54.66798,18.95132,54.68479,2016-12-14T11:13:01Z,2081.4267397062913
Fishing,KAPITAN EDEMSKIY,20.48367,54.70433,20.48367,54.70433,2016-12-14T13:13:03Z,0
Cargo,DONGEBORG,18.95905,54.73329,18.9621,54.74545,2016-12-14T11:07:01Z,1367.7621474220393
Fishing,BRATYA STOYANOVY,20.48743,54.70523,20.48718,54.7051,2016-12-16T02:43:03Z,21.632860326729954
Tug,PILOT 745 SE,11.6481,57.63811,11.83795,57.67402,2016-12-20T10:27:05Z,11992.548523577952
Fishing,NIVENSKOYE,20.48368,54.70451,20.48366,54.70477,2016-12-14T19:13:03Z,28.971640609340685
Tug,SVITZER ODEN,11.60234,57.83373,11.60117,57.91877,2016-12-17T10:35:05Z,9466.862833499816
Cargo,ANJELIERSGRACHT,11.67011,57.93012,11.68803,57.94062,2016-12-16T10:47:05Z,1577.2548844427665
Tug,BOB,11.60003,57.92059,11.75667,57.99959,2016-12-19T13:57:05Z,12763.662796562028
Tug,KONTROLER 19,18.56968,54.77155,18.44004,54.79565,2016-12-20T09:31:07Z,8743.872542120538
Unspecified,TAMINA SPIRIT,11.68542,57.94043,11.70883,57.95872,2016-12-14T11:45:05Z,2461.2736061894793
Tanker,SONGA SAPPHIRE,18.99715,54.51141,18.99899,54.74522,2016-12-14T13:31:01Z,26027.88021579111
Cargo,SAFFIER,20.8532,55.73665,20.87151,55.73774,2016-12-15T06:23:06Z,1153.9165041096128
Tug,NERO,20.30384,54.98509,20.40794,54.98031,2016-12-19T05:33:03Z,6670.93058905207
Tanker,GAZPROMNEFT NORD,30.20329,59.88801,30.22161,59.88417,2016-12-14T22:57:03Z,1108.8992523138286
Tug,KLASCO2,21.1373,55.6798,21.11933,55.70633,2016-12-15T11:09:07Z,3161.2080830382333
Tug,KLASCO1,21.16181,55.64559,21.13725,55.68169,2016-12-16T19:07:05Z,4304.362934975182
Unspecified,261535003,18.53191,54.52919,18.53196,54.52911,2016-12-18T18:49:07Z,9.47317577940445
Pleasure,WYSPA SZCZESCIA,18.55076,54.51776,18.54998,54.51793,2016-12-16T16:13:07Z,53.835724140713424
Fishing,JAS-12,18.99592,54.56837,18.99728,54.63068,2016-12-15T15:11:02Z,6936.871883284143
Tanker,MINERVA GEORGIA,18.9965,54.79312,18.99556,54.45885,2016-12-16T12:41:02Z,37210.815495188486
Passenger,DIANA,11.8504,57.6852,11.86356,57.68612,2016-12-15T19:11:05Z,789.7854299207353
Tug,KLASCO-3,21.13985,55.67769,21.09185,55.72545,2016-12-16T16:21:06Z,6110.031071736833
Passenger,REGINA SEAWAYS,21.02488,55.72449,21.09108,55.72519,2016-12-14T19:57:06Z,4150.91247883035
Tug,11-00,11.80609,57.64068,11.77787,57.62947,2016-12-14T15:23:05Z,2094.075301390986
Fishing,WLA 116,18.4425,54.79989,18.43361,54.79826,2016-12-20T04:07:06Z,598.630132698879
Tug,PILOT 218 SE,11.70803,57.68736,11.69123,57.69853,2016-12-14T14:11:05Z,1595.3639209182293
Tanker,PATRICIA,11.85105,57.68377,11.80362,57.67567,2016-12-19T12:59:05Z,2963.4087532105905
Fishing,WLA-32,18.44576,54.79947,18.42962,54.79849,2016-12-16T17:51:07Z,1041.429793309775
Tanker,GRUMANT,21.13123,55.69118,21.14064,55.67815,2016-12-15T23:07:06Z,1566.0972740370926
Cargo,HEINRICH SCHEPERS,30.08541,59.90443,30.1049,59.90049,2016-12-15T17:49:04Z,1173.0835440060728
Fishing,RUNAVIK GG 44,18.42839,54.79561,18.42219,54.7969,2016-12-15T17:41:07Z,423.00070393242527
Cargo,ROZTOCZE,30.1374,59.89399,30.1536,59.89059,2016-12-16T08:37:03Z,980.6086112223632
Tug,DC OSTEND,18.7637,54.79846,18.79787,54.79695,2016-12-16T04:01:13Z,2199.183628241615
Tanker,SEAEMPRESS,11.7813,57.66497,11.76585,57.65883,2016-12-14T15:13:05Z,1146.1061241283185
Cargo,FRI PORSGRUNN,30.09235,59.90305,30.07189,59.90734,2016-12-14T15:07:03Z,1237.8879111261065
Cargo,INA LOTTE,30.03794,59.91415,30.02257,59.91727,2016-12-14T15:13:03Z,925.3245150467384
Cargo,MISTRAL,21.12029,55.70358,21.13291,55.68801,2016-12-16T20:21:06Z,1905.5218970125125
Tug,GOTE II,11.85214,57.68,11.79288,57.63423,2016-12-14T19:57:05Z,6197.992411374235
Tug,GLADIATOR,20.31729,54.68363,20.24949,54.68574,2016-12-17T10:47:02Z,4369.322286935168
Tanker,GAZPROMNEFT WEST,30.00288,59.92123,30.26277,59.90981,2016-12-17T03:31:04Z,14557.940970922407
Cargo,IRIS BOLTEN,18.99102,54.69598,20.80453,55.62799,2016-12-15T10:15:01Z,155116.90793766204
Tanker,JOAN,18.98928,54.7712,18.99803,54.71097,2016-12-18T06:23:02Z,6728.309541368027
Fishing,R 222 BORNOE,18.42855,54.79617,18.41826,54.79729,2016-12-15T00:05:07Z,672.0106891778498
Cargo,BALTIYSKIY-202,18.77121,54.50566,18.71478,54.46891,2016-12-20T09:31:02Z,5481.896884427364
Fishing,GG976 SVANFORS,11.60151,57.92948,11.60012,57.93022,2016-12-19T17:51:04Z,116.34292714058411
Cargo,BEGONIA SEAWAYS,11.75727,57.65701,11.72603,57.65199,2016-12-18T13:17:05Z,1942.7167863926475
Tanker,AIGRAN D,19.8058,54.66877,20.81078,55.75078,2016-12-18T12:49:03Z,136314.07431371973
Fishing,CLIPPERTON,11.62517,57.603,11.61267,57.605,2016-12-14T16:27:06Z,778.0517545887689
Tanker,TERNHAV,11.68644,57.63419,11.7016,57.64655,2016-12-17T02:15:05Z,1645.9046348835839
Cargo,EMOTION,20.80289,55.73155,18.97551,54.79411,2016-12-15T19:05:06Z,155958.09889286506
Cargo,WINTER BAY,20.95861,55.73263,20.98156,55.73163,2016-12-15T15:07:07Z,1442.8034726431756
Fishing,LBB 1032,20.80297,55.73877,20.80759,55.75491,2016-12-17T19:21:06Z,1819.8660724725191
Tug,HUGIN EXPLORER,11.70733,57.95451,11.68876,57.94002,2016-12-14T17:47:17Z,1950.7384345540515
Fishing,BORIS SYROMYATNIKOV,18.66246,54.37277,18.66233,54.37305,2016-12-18T08:23:02Z,32.289257943440205
Fishing,LBB-1010,20.80552,55.68113,20.80774,55.77594,2016-12-17T22:01:06Z,10555.118339383198
Cargo,ASKOE,18.78247,54.52776,18.81589,54.54969,2016-12-14T19:57:02Z,3258.5375448499653
Tug,PELICAN,21.15726,55.65722,21.15453,55.65639,2016-12-14T18:39:06Z,194.75782446402192
Fishing,WLA310,18.43298,54.79883,18.42464,54.79611,2016-12-19T20:45:07Z,614.9112316770912
Cargo,WILSON BILBAO,18.92236,54.65024,18.93328,54.67572,2016-12-14T19:57:02Z,2922.262316237947
